cap,beta,s,rho0,weights,d_sel,slope,n_eq,ap_sel,W_sel,W_nbs,poa,sigma_star
50,1.0,0.25,0.9,driver-heavy,0.10000000000000009,-0.3600000000492098,1,0.0,0.49980702917147546,0.795880415491157,1.592375394980897,0.6787464118994155
50,1.0,0.25,0.9,grid-heavy,0.10000000000000009,-0.3600000000492098,1,0.0,0.4429319245539461,0.7441456353447962,1.6800451583935543,0.6787464118994155
50,1.0,0.25,0.95,equal,0.050000000000000044,-0.19000000003877024,1,0.0,0.5045533980627213,0.7460967711860489,1.478727076362493,0.44194281144186065
50,1.0,0.25,0.95,driver-heavy,0.050000000000000044,-0.19000000003877024,1,0.0,0.5738556785539299,0.795880415491157,1.3868999562689899,0.44194281144186065
50,1.0,0.25,0.95,grid-heavy,0.050000000000000044,-0.19000000003877024,1,0.0,0.5276838323406766,0.7441456353447962,1.4102111714204846,0.44194281144186065
50,1.0,0.25,0.97,equal,0.03000000000000025,-0.11640000002199889,1,0.0,0.6088328646437369,0.7460967711860489,1.2254541673315107,0.2890278837746524
50,1.0,0.25,0.97,driver-heavy,0.03000000000000025,-0.11640000002199889,1,0.0,0.6744001822597939,0.795880415491157,1.1801307835124015,0.2890278837746524
50,1.0,0.25,0.97,grid-heavy,0.03000000000000025,-0.11640000002199889,1,0.0,0.6150836406926745,0.7441456353447962,1.2098283649794017,0.2890278837746524
50,1.0,0.4,0.9,equal,0.10000000000000009,-0.22500000001479667,1,0.0,0.4409715423065195,0.7460967711860489,1.6919385937776381,1.032244259039065
50,1.0,0.4,0.9,driver-heavy,0.10000000000000009,-0.22500000001479667,1,0.0,0.49980702917147546,0.795880415491157,1.592375394980897,1.032244259039065
50,1.0,0.4,0.9,grid-heavy,0.10000000000000009,-0.22500000001479667,1,0.0,0.4429319245539461,0.7441456353447962,1.6800451583935543,1.032244259039065
50,1.0,0.4,0.95,equal,0.050000000000000266,-0.1187500000110475,1,0.0,0.504553398062721,0.7460967711860489,1.4787270763624936,0.6833584983069771
50,1.0,0.4,0.95,driver-heavy,0.050000000000000266,-0.1187500000110475,1,0.0,0.5738556785539296,0.795880415491157,1.3868999562689908,0.6833584983069771
50,1.0,0.4,0.95,grid-heavy,0.050000000000000266,-0.1187500000110475,1,0.0,0.5276838323406763,0.7441456353447962,1.4102111714204855,0.6833584983069771
50,1.0,0.4,0.97,equal,0.03000000000000025,-0.0727500000019532,1,0.0,0.6088328646437369,0.7460967711860489,1.2254541673315107,0.4506946140394439
50,1.0,0.4,0.97,driver-heavy,0.03000000000000025,-0.0727500000019532,1,0.0,0.6744001822597939,0.795880415491157,1.1801307835124015,0.4506946140394439
50,1.0,0.4,0.97,grid-heavy,0.03000000000000025,-0.0727500000019532,1,0.0,0.6150836406926745,0.7441456353447962,1.2098283649794017,0.4506946140394439
50,1.0,0.6,0.9,equal,0.10000000000000009,-0.15000000000431335,1,0.0,0.4409715423065195,0.7460967711860489,1.6919385937776381,1.5035747218919309
50,1.0,0.6,0.9,driver-heavy,0.10000000000000009,-0.15000000000431335,1,0.0,0.49980702917147546,0.795880415491157,1.592375394980897,1.5035747218919309
50,1.0,0.6,0.9,grid-heavy,0.10000000000000009,-0.15000000000431335,1,0.0,0.4429319245539461,0.7441456353447962,1.6800451583935543,1.5035747218919309
50,1.0,0.6,0.95,equal,0.050000000000000266,-0.07916666667773242,1,0.0,0.504553398062721,0.7460967711860489,1.4787270763624936,1.005246080793799
50,1.0,0.6,0.95,driver-heavy,0.050000000000000266,-0.07916666667773242,1,0.0,0.5738556785539296,0.795880415491157,1.3868999562689908,1.005246080793799
50,1.0,0.6,0.95,grid-heavy,0.050000000000000266,-0.07916666667773242,1,0.0,0.5276838323406763,0.7441456353447962,1.4102111714204855,1.005246080793799
50,1.0,0.6,0.97,equal,0.03000000000000025,-0.04850000000500287,1,0.0,0.6088328646437369,0.7460967711860489,1.2254541673315107,0.6662502543924995
50,1.0,0.6,0.97,driver-heavy,0.03000000000000025,-0.04850000000500287,1,0.0,0.6744001822597939,0.795880415491157,1.1801307835124015,0.6662502543924995
50,1.0,0.6,0.97,grid-heavy,0.03000000000000025,-0.04850000000500287,1,0.0,0.6150836406926745,0.7441456353447962,1.2098283649794017,0.6662502543924995
50,2.0,0.25,0.9,equal,0.10000000000000009,-0.7200000003426686,1,0.0,0.4409715423065195,0.7460967711860489,1.6919385937776381,0.7683297452327489
50,2.0,0.25,0.9,driver-heavy,0.10000000000000009,-0.7200000003426686,1,0.0,0.49980702917147546,0.795880415491157,1.592375394980897,0.7683297452327489
50,2.0,0.25,0.9,grid-heavy,0.10000000000000009,-0.7200000003426686,1,0.0,0.4429319245539461,0.7441456353447962,1.6800451583935543,0.7683297452327489
50,2.0,0.25,0.95,equal,0.050000000000000044,-0.3800000002773806,1,0.0,0.5045533980627213,0.7460967711860489,1.478727076362493,0.48152614477519406
50,2.0,0.25,0.95,driver-heavy,0.050000000000000044,-0.3800000002773806,1,0.0,0.5738556785539299,0.795880415491157,1.3868999562689899,0.48152614477519406
50,2.0,0.25,0.95,grid-heavy,0.050000000000000044,-0.3800000002773806,1,0.0,0.5276838323406766,0.7441456353447962,1.4102111714204846,0.48152614477519406
50,2.0,0.25,0.97,equal,0.030000000000000027,-0.23280000020498012,1,0.0,0.6088328646437386,0.7460967711860489,1.2254541673315071,0.3086112171079858
50,2.0,0.25,0.97,driver-heavy,0.030000000000000027,-0.23280000020498012,1,0.0,0.6744001822597956,0.795880415491157,1.1801307835123986,0.3086112171079858
50,2.0,0.25,0.97,grid-heavy,0.030000000000000027,-0.23280000020498012,1,0.0,0.6150836406926761,0.7441456353447962,1.2098283649793986,0.3086112171079858
50,2.0,0.4,0.9,equal,0.10000000000000009,-0.4500000000851045,1,0.0,0.4409715423065195,0.7460967711860489,1.6919385937776381,1.1218275923723984
50,2.0,0.4,0.9,driver-heavy,0.10000000000000009,-0.4500000000851045,1,0.0,0.49980702917147546,0.795880415491157,1.592375394980897,1.1218275923723984
50,2.0,0.4,0.9,grid-heavy,0.10000000000000009,-0.4500000000851045,1,0.0,0.4429319245539461,0.7441456353447962,1.6800451583935543,1.1218275923723984
50,2.0,0.4,0.95,equal,0.050000000000000044,-0.23750000007760616,1,0.0,0.5045533980627213,0.7460967711860489,1.478727076362493,0.7229418316403106
50,2.0,0.4,0.95,driver-heavy,0.050000000000000044,-0.23750000007760616,1,0.0,0.5738556785539299,0.795880415491157,1.3868999562689899,0.7229418316403106
50,2.0,0.4,0.95,grid-heavy,0.050000000000000044,-0.23750000007760616,1,0.0,0.5276838323406766,0.7441456353447962,1.4102111714204846,0.7229418316403106
50,2.0,0.4,0.97,equal,0.03000000000000025,-0.14550000004831531,1,0.0,0.6088328646437369,0.7460967711860489,1.2254541673315107,0.4702779473727773
50,2.0,0.4,0.97,driver-heavy,0.03000000000000025,-0.14550000004831531,1,0.0,0.6744001822597939,0.795880415491157,1.1801307835124015,0.4702779473727773
50,2.0,0.4,0.97,grid-heavy,0.03000000000000025,-0.14550000004831531,1,0.0,0.6150836406926745,0.7441456353447962,1.2098283649794017,0.4702779473727773
50,2.0,0.6,0.9,equal,0.10000000000000009,-0.30000000001972893,1,0.0,0.4409715423065195,0.7460967711860489,1.6919385937776381,1.5931580552252642
50,2.0,0.6,0.9,driver-heavy,0.10000000000000009,-0.30000000001972893,1,0.0,0.49980702917147546,0.795880415491157,1.592375394980897,1.5931580552252642
50,2.0,0.6,0.9,grid-heavy,0.10000000000000009,-0.30000000001972893,1,0.0,0.4429319245539461,0.7441456353447962,1.6800451583935543,1.5931580552252642
50,2.0,0.6,0.95,equal,0.050000000000000044,-0.15833333336101596,1,0.0,0.5045533980627213,0.7460967711860489,1.478727076362493,1.0448294141271324
50,2.0,0.6,0.95,driver-heavy,0.050000000000000044,-0.15833333336101596,1,0.0,0.5738556785539299,0.795880415491157,1.3868999562689899,1.0448294141271324
50,2.0,0.6,0.95,grid-heavy,0.050000000000000044,-0.15833333336101596,1,0.0,0.5276838323406766,0.7441456353447962,1.4102111714204846,1.0448294141271324
50,2.0,0.6,0.97,equal,0.03000000000000025,-0.09700000002110797,1,0.0,0.6088328646437369,0.7460967711860489,1.2254541673315107,0.6858335877258327
50,2.0,0.6,0.97,driver-heavy,0.03000000000000025,-0.09700000002110797,1,0.0,0.6744001822597939,0.795880415491157,1.1801307835124015,0.6858335877258327
50,2.0,0.6,0.97,grid-heavy,0.03000000000000025,-0.09700000002110797,1,0.0,0.6150836406926745,0.7441456353447962,1.2098283649794017,0.6858335877258327
50,4.0,0.25,0.9,equal,0.10000000000000009,-1.4400000028169655,1,0.0,0.4409715423065195,0.7460967711860489,1.6919385937776381,0.9474964118994156
50,4.0,0.25,0.9,driver-heavy,0.10000000000000009,-1.4400000028169655,1,0.0,0.49980702917147546,0.795880415491157,1.592375394980897,0.9474964118994156
50,4.0,0.25,0.9,grid-heavy,0.10000000000000009,-1.4400000028169655,1,0.0,0.4429319245539461,0.7441456353447962,1.6800451583935543,0.9474964118994156
50,4.0,0.25,0.95,equal,0.050000000000000044,-0.7600000023144647,1,0.0,0.5045533980627213,0.7460967711860489,1.478727076362493,0.5606928114418609
50,4.0,0.25,0.95,driver-heavy,0.050000000000000044,-0.7600000023144647,1,0.0,0.5738556785539299,0.795880415491157,1.3868999562689899,0.5606928114418609
50,4.0,0.25,0.95,grid-heavy,0.050000000000000044,-0.7600000023144647,1,0.0,0.5276838323406766,0.7441456353447962,1.4102111714204846,0.5606928114418609
50,4.0,0.25,0.97,equal,0.030000000000000027,-0.4656000016367567,1,0.0,0.6088328646437386,0.7460967711860489,1.2254541673315071,0.3477778837746526
50,4.0,0.25,0.97,driver-heavy,0.030000000000000027,-0.4656000016367567,1,0.0,0.6744001822597956,0.795880415491157,1.1801307835123986,0.3477778837746526
50,4.0,0.25,0.97,grid-heavy,0.030000000000000027,-0.4656000016367567,1,0.0,0.6150836406926761,0.7441456353447962,1.2098283649793986,0.3477778837746526
50,4.0,0.4,0.9,equal,0.10000000000000009,-0.9000000006920138,1,0.0,0.4409715423065195,0.7460967711860489,1.6919385937776381,1.300994259039065
50,4.0,0.4,0.9,driver-heavy,0.10000000000000009,-0.9000000006920138,1,0.0,0.49980702917147546,0.795880415491157,1.592375394980897,1.300994259039065
50,4.0,0.4,0.9,grid-heavy,0.10000000000000009,-0.9000000006920138,1,0.0,0.4429319245539461,0.7441456353447962,1.6800451583935543,1.300994259039065
50,4.0,0.4,0.95,equal,0.050000000000000044,-0.47500000056599484,1,0.0,0.5045533980627213,0.7460967711860489,1.478727076362493,0.8021084983069774
50,4.0,0.4,0.95,driver-heavy,0.050000000000000044,-0.47500000056599484,1,0.0,0.5738556785539299,0.795880415491157,1.3868999562689899,0.8021084983069774
50,4.0,0.4,0.95,grid-heavy,0.050000000000000044,-0.47500000056599484,1,0.0,0.5276838323406766,0.7441456353447962,1.4102111714204846,0.8021084983069774
50,4.0,0.4,0.97,equal,0.030000000000000027,-0.29100000040194196,1,0.0,0.6088328646437386,0.7460967711860489,1.2254541673315071,0.5094446140394441
50,4.0,0.4,0.97,driver-heavy,0.030000000000000027,-0.29100000040194196,1,0.0,0.6744001822597956,0.795880415491157,1.1801307835123986,0.5094446140394441
50,4.0,0.4,0.97,grid-heavy,0.030000000000000027,-0.29100000040194196,1,0.0,0.6150836406926761,0.7441456353447962,1.2098283649793986,0.5094446140394441
50,4.0,0.6,0.9,equal,0.10000000000000009,-0.6000000002059913,1,0.0,0.4409715423065195,0.7460967711860489,1.6919385937776381,1.772324721891931
50,4.0,0.6,0.9,driver-heavy,0.10000000000000009,-0.6000000002059913,1,0.0,0.49980702917147546,0.795880415491157,1.592375394980897,1.772324721891931
50,4.0,0.6,0.9,grid-heavy,0.10000000000000009,-0.6000000002059913,1,0.0,0.4429319245539461,0.7441456353447962,1.6800451583935543,1.772324721891931
50,4.0,0.6,0.95,equal,0.050000000000000044,-0.31666666683860534,1,0.0,0.5045533980627213,0.7460967711860489,1.478727076362493,1.1239960807937992
50,4.0,0.6,0.95,driver-heavy,0.050000000000000044,-0.31666666683860534,1,0.0,0.5738556785539299,0.795880415491157,1.3868999562689899,1.1239960807937992
50,4.0,0.6,0.95,grid-heavy,0.050000000000000044,-0.31666666683860534,1,0.0,0.5276838323406766,0.7441456353447962,1.4102111714204846,1.1239960807937992
50,4.0,0.6,0.97,equal,0.03000000000000025,-0.19400000011993154,1,0.0,0.6088328646437369,0.7460967711860489,1.2254541673315107,0.7250002543924995
50,4.0,0.6,0.97,driver-heavy,0.03000000000000025,-0.19400000011993154,1,0.0,0.6744001822597939,0.795880415491157,1.1801307835124015,0.7250002543924995
50,4.0,0.6,0.97,grid-heavy,0.03000000000000025,-0.19400000011993154,1,0.0,0.6150836406926745,0.7441456353447962,1.2098283649794017,0.7250002543924995
