arrival_hour,cluster,dwell_h,kwh_delivered,label,n,requested_departure_mismatch_h,requested_kwh,session_count,share,weekend_fraction
20.777535116965883,0,3.6933980710229273,10.053895945798589,late-arrival; short-dwell; low-energy; near-requested-departure,89,-0.14827398048783236,19.929222481330193,18.539580727671606,0.2966666666666667,0.05932046367390363
14.874210850632283,1,7.9796448115723555,8.317732653080988,midday-arrival; long-dwell; low-energy; late-unplug,118,1.9460111381812766,14.083720974885589,42.70511595686102,0.3933333333333333,0.01614303323118795
15.508801631992757,2,7.366972297232749,25.158606374250603,late-arrival; long-dwell; high-energy; near-requested-departure,93,-0.054470784821378015,42.33962671099176,32.26122988742215,0.31,0.02012904577241372
