arrival_hour,cluster,dwell_h,idle_after_done_h,kwh_delivered,label,n,requested_departure_mismatch_h,requested_kwh,share,unique_users,weekend_fraction
14.960260891687255,0,7.680527976989357,1.8542164801267185,23.78976219028588,midday-arrival; short-dwell; high-energy; near-requested-departure,5331,0.04430719689864604,39.87284155212709,0.32575618698441794,238,0.013505908835114648
14.369404061435308,1,9.085466051563033,5.452201122641809,8.381183742351816,midday-arrival; long-dwell; low-energy; late-unplug,6938,2.356933554338414,14.109633035181982,0.4239535594256034,245,0.0064860190256546026
21.7593754459023,2,2.615282626802969,0.6468502468533255,7.415895942685022,off-hour-arrival; short-dwell; low-energy; early-unplug,4096,-0.8379323323567687,16.325372517169164,0.25029025358997864,287,0.06982421874999986
