cluster,sessionID
1,1_1_191_785_2019-05-09 13:57:43.752120
1,1_1_179_794_2019-05-09 13:58:46.523403
1,1_1_179_790_2019-05-09 14:01:22.606522
1,1_1_179_800_2019-05-09 14:04:16.026662
0,1_1_179_779_2019-05-09 14:04:25.435940
1,1_1_191_802_2019-05-09 14:05:57.872490
0,1_1_179_813_2019-05-09 14:06:40.006533
1,1_1_179_787_2019-05-09 14:10:23.619282
0,1_1_191_792_2019-05-09 14:10:44.812072
0,1_1_191_803_2019-05-09 14:12:58.565848
1,1_1_191_782_2019-05-09 14:13:04.597411
0,1_1_191_780_2019-05-09 14:14:34.367209
0,1_1_191_793_2019-05-09 14:15:48.900178
0,1_1_191_778_2019-05-09 14:20:04.316905
1,1_1_191_805_2019-05-09 14:20:25.950325
1,1_1_191_806_2019-05-09 14:22:01.036188
0,1_1_191_795_2019-05-09 14:23:19.698862
0,1_1_191_807_2019-05-09 14:23:48.607960
1,1_1_191_812_2019-05-09 14:25:07.658221
1,1_1_191_811_2019-05-09 14:26:21.328610
2,1_1_191_786_2019-05-09 14:26:40.000672
0,1_1_191_804_2019-05-09 14:29:14.723863
0,1_1_179_799_2019-05-09 18:11:42.971768
0,1_1_191_786_2019-05-09 18:13:03.655428
0,1_1_179_779_2019-05-09 18:25:50.860091
2,1_1_191_807_2019-05-09 18:58:30.570543
0,1_1_191_804_2019-05-09 19:23:17.258736
0,1_1_179_791_2019-05-09 19:46:44.285279
2,1_1_193_819_2019-05-09 20:25:36.590659
2,1_1_179_798_2019-05-09 22:01:13.746767
2,1_1_193_825_2019-05-09 22:06:08.719690
2,1_1_191_792_2019-05-09 22:20:50.586662
2,1_1_193_816_2019-05-09 22:29:48.746599
2,1_1_178_823_2019-05-09 22:44:02.407057
2,1_1_191_803_2019-05-09 22:48:21.067901
2,1_1_178_828_2019-05-09 23:15:18.879262
2,1_1_178_824_2019-05-09 23:55:51.863738
2,1_1_194_821_2019-05-10 00:07:43.057039
2,1_1_191_795_2019-05-10 00:35:58.387806
2,1_1_191_802_2019-05-10 00:58:56.252464
1,1_1_178_823_2019-05-10 12:46:57.110965
1,1_1_193_819_2019-05-10 12:51:19.151692
0,1_1_194_826_2019-05-10 13:37:38.339266
2,1_1_193_820_2019-05-10 14:25:31.128918
1,1_1_193_827_2019-05-10 14:35:55.028571
1,1_1_191_782_2019-05-10 14:47:36.969015
1,1_1_178_828_2019-05-10 14:50:30.230851
2,1_1_194_821_2019-05-10 15:21:02.338788
0,1_1_178_817_2019-05-10 15:25:36.242541
2,1_1_194_822_2019-05-10 15:36:03.023254
0,1_1_179_783_2019-05-10 15:36:15.342111
0,1_1_193_825_2019-05-10 15:53:32.740454
2,1_1_178_824_2019-05-10 16:01:04.119255
2,1_1_179_815_2019-05-10 16:33:15.423281
0,1_1_193_816_2019-05-10 16:35:15.940710
0,1_1_194_818_2019-05-10 16:52:08.883943
0,1_1_193_829_2019-05-10 16:54:46.460886
0,1_1_194_821_2019-05-10 16:58:14.482004
2,1_1_179_800_2019-05-10 17:02:00.140101
2,1_1_178_824_2019-05-10 17:25:43.411084
0,1_1_179_787_2019-05-10 17:48:33.917239
1,1_1_179_796_2019-05-10 18:01:11.117430
2,1_1_179_781_2019-05-10 18:02:17.521988
2,1_1_193_820_2019-05-10 19:24:44.829821
2,1_1_193_825_2019-05-10 19:31:43.671276
2,1_1_193_819_2019-05-10 20:13:59.352417
2,1_1_193_816_2019-05-10 20:50:42.152992
2,1_1_178_817_2019-05-10 21:10:52.363715
1,1_1_178_824_2019-05-10 21:22:11.484667
0,1_1_179_810_2019-05-10 21:38:50.861211
2,1_1_194_826_2019-05-10 22:02:42.316235
2,1_1_194_818_2019-05-10 22:22:30.603246
2,1_1_178_823_2019-05-11 12:52:39.158943
2,1_1_194_821_2019-05-11 13:35:48.878217
2,1_1_194_826_2019-05-11 13:44:39.017680
2,1_1_193_816_2019-05-11 14:56:49.346953
1,1_1_179_788_2019-05-11 18:21:44.258656
2,1_1_194_821_2019-05-11 19:43:25.143703
2,1_1_178_828_2019-05-11 21:15:02.887784
0,1_1_194_822_2019-05-12 15:16:51.898689
2,1_1_193_825_2019-05-12 15:35:30.784770
2,1_1_193_829_2019-05-12 18:52:26.431075
2,1_1_178_817_2019-05-12 19:23:16.290580
2,1_1_178_828_2019-05-12 21:30:44.668858
0,1_1_194_826_2019-05-13 11:26:12.008005
1,1_1_194_822_2019-05-13 11:42:49.217316
0,1_1_178_828_2019-05-13 12:19:14.805769
2,1_1_194_821_2019-05-13 12:37:09.678037
1,1_1_178_823_2019-05-13 12:45:36.479884
1,1_1_193_827_2019-05-13 12:52:54.278243
1,1_1_191_789_2019-05-13 12:55:20.352344
1,1_1_193_819_2019-05-13 13:01:16.124673
0,1_1_179_783_2019-05-13 13:03:13.396532
1,1_1_179_799_2019-05-13 13:10:33.541570
1,1_1_179_810_2019-05-13 13:11:05.056549
0,1_1_193_825_2019-05-13 13:12:09.138228
1,1_1_193_820_2019-05-13 13:15:56.832528
0,1_1_193_829_2019-05-13 13:25:01.424228
0,1_1_194_818_2019-05-13 13:25:45.719888
1,1_1_178_817_2019-05-13 13:27:13.251922
1,1_1_179_787_2019-05-13 13:27:51.788618
1,1_1_179_815_2019-05-13 13:36:26.499075
1,1_1_179_791_2019-05-13 13:38:03.031669
0,1_1_179_794_2019-05-13 13:38:23.462788
1,1_1_193_816_2019-05-13 13:41:56.361910
0,1_1_178_824_2019-05-13 13:44:48.181093
1,1_1_179_781_2019-05-13 13:45:07.813025
1,1_1_179_800_2019-05-13 13:46:42.604753
0,1_1_179_809_2019-05-13 13:51:22.251746
0,1_1_179_797_2019-05-13 13:54:29.780940
1,1_1_191_812_2019-05-13 13:54:37.570093
1,1_1_179_801_2019-05-13 13:55:23.112323
1,1_1_191_802_2019-05-13 13:55:34.509968
0,1_1_179_788_2019-05-13 14:00:09.381141
1,1_1_179_798_2019-05-13 14:00:20.449435
0,1_1_191_778_2019-05-13 14:02:24.719976
0,1_1_179_779_2019-05-13 14:09:20.862237
0,1_1_179_813_2019-05-13 14:10:50.662382
1,1_1_179_790_2019-05-13 14:13:15.174468
1,1_1_191_780_2019-05-13 14:16:38.570809
0,1_1_191_795_2019-05-13 14:16:10.496234
1,1_1_194_821_2019-05-13 14:17:50.232412
1,1_1_191_808_2019-05-13 14:22:41.672872
0,1_1_191_782_2019-05-13 14:22:57.922569
1,1_1_191_811_2019-05-13 14:23:31.422265
1,1_1_191_805_2019-05-13 14:23:32.827036
0,1_1_191_806_2019-05-13 14:26:15.242472
1,1_1_191_785_2019-05-13 14:28:42.292687
0,1_1_191_792_2019-05-13 14:30:19.092589
1,1_1_191_784_2019-05-13 14:31:45.443432
0,1_1_191_804_2019-05-13 14:32:50.835003
1,1_1_191_786_2019-05-13 14:36:13.034681
0,1_1_191_793_2019-05-13 14:36:48.718319
1,1_1_191_803_2019-05-13 14:38:20.963114
2,1_1_191_807_2019-05-13 18:22:04.427780
0,1_1_191_778_2019-05-13 18:27:57.217318
2,1_1_193_829_2019-05-13 18:50:23.597359
2,1_1_191_806_2019-05-13 19:04:50.960744
2,1_1_191_792_2019-05-13 19:10:10.504344
0,1_1_179_791_2019-05-13 19:13:59.713886
2,1_1_193_819_2019-05-13 20:43:42.762949
0,1_1_193_829_2019-05-13 20:47:49.508913
2,1_1_191_807_2019-05-13 21:19:20.447142
2,1_1_193_825_2019-05-13 21:20:44.076153
2,1_1_194_822_2019-05-13 21:41:24.793252
2,1_1_178_824_2019-05-13 21:48:23.453176
2,1_1_179_783_2019-05-13 22:20:23.493121
2,1_1_179_799_2019-05-13 22:23:42.384101
2,1_1_193_820_2019-05-13 22:29:48.873272
2,1_1_191_780_2019-05-13 22:35:47.920662
2,1_1_178_823_2019-05-13 22:39:35.985177
2,1_1_179_787_2019-05-13 22:52:35.532353
2,1_1_191_807_2019-05-13 23:01:24.190826
2,1_1_191_792_2019-05-13 23:04:23.020358
2,1_1_193_816_2019-05-13 23:09:20.120176
2,1_1_179_791_2019-05-13 23:12:04.668718
2,1_1_178_817_2019-05-13 23:25:52.599461
2,1_1_178_823_2019-05-13 23:29:27.318875
2,1_1_179_794_2019-05-13 23:38:29.516195
2,1_1_194_818_2019-05-14 00:13:24.948228
2,1_1_193_827_2019-05-14 01:20:50.822852
1,1_1_194_818_2019-05-14 04:37:54.131503
1,1_1_194_826_2019-05-14 11:30:14.078183
0,1_1_194_822_2019-05-14 11:33:17.671679
1,1_1_194_821_2019-05-14 12:08:58.746820
0,1_1_178_828_2019-05-14 12:26:55.609605
1,1_1_191_789_2019-05-14 12:43:54.153320
1,1_1_178_823_2019-05-14 12:45:51.694412
1,1_1_179_815_2019-05-14 12:45:52.312598
1,1_1_193_819_2019-05-14 12:56:51.622150
0,1_1_193_825_2019-05-14 13:00:54.921765
0,1_1_179_799_2019-05-14 13:02:13.432810
1,1_1_193_827_2019-05-14 13:08:19.813407
1,1_1_193_820_2019-05-14 13:12:39.591415
1,1_1_179_800_2019-05-14 13:19:34.887204
0,1_1_193_816_2019-05-14 13:21:38.549708
1,1_1_178_817_2019-05-14 13:27:16.720227
1,1_1_179_787_2019-05-14 13:31:59.740143
1,1_1_193_829_2019-05-14 13:37:13.962886
0,1_1_178_824_2019-05-14 13:40:27.931791
1,1_1_179_797_2019-05-14 13:54:17.674361
0,1_1_194_818_2019-05-14 13:55:06.772285
1,1_1_179_796_2019-05-14 13:58:13.114402
0,1_1_179_810_2019-05-14 14:00:02.223199
1,1_1_191_802_2019-05-14 14:00:30.117459
1,1_1_179_783_2019-05-14 14:00:33.229830
1,1_1_179_791_2019-05-14 14:03:08.003535
0,1_1_179_790_2019-05-14 14:03:55.623129
1,1_1_179_781_2019-05-14 14:05:05.302551
1,1_1_179_798_2019-05-14 14:06:03.580926
1,1_1_191_808_2019-05-14 14:06:27.814224
1,1_1_179_777_2019-05-14 14:07:01.284344
0,1_1_179_788_2019-05-14 14:08:46.192644
0,1_1_179_801_2019-05-14 14:09:18.612795
0,1_1_179_779_2019-05-14 14:10:47.781142
0,1_1_179_794_2019-05-14 14:19:37.888516
1,1_1_191_795_2019-05-14 14:26:42.771523
0,1_1_191_785_2019-05-14 14:26:47.753048
1,1_1_191_782_2019-05-14 14:29:16.092942
0,1_1_191_780_2019-05-14 14:33:23.193171
0,1_1_179_813_2019-05-14 14:34:33.453238
0,1_1_191_803_2019-05-14 14:34:47.474404
0,1_1_191_805_2019-05-14 14:38:54.611698
1,1_1_191_792_2019-05-14 14:40:53.642721
1,1_1_191_806_2019-05-14 14:41:31.304993
1,1_1_191_804_2019-05-14 14:41:58.341328
1,1_1_191_793_2019-05-14 14:43:54.204077
0,1_1_191_778_2019-05-14 14:44:30.972601
1,1_1_191_811_2019-05-14 14:45:19.784876
0,1_1_191_786_2019-05-14 14:47:22.402872
1,1_1_191_812_2019-05-14 14:48:05.042761
1,1_1_191_784_2019-05-14 14:48:06.362850
0,1_1_179_801_2019-05-14 18:05:37.438564
1,1_1_178_828_2019-05-14 18:36:29.938759
2,1_1_179_810_2019-05-14 18:45:32.327733
0,1_1_191_804_2019-05-14 18:46:29.595069
0,1_1_191_785_2019-05-14 18:59:10.012065
2,1_1_191_807_2019-05-14 19:07:03.246151
2,1_1_191_792_2019-05-14 19:47:05.265946
2,1_1_179_813_2019-05-14 19:56:30.491275
0,1_1_179_810_2019-05-14 20:34:53.525165
0,1_1_194_818_2019-05-14 21:01:16.592083
2,1_1_179_800_2019-05-14 21:26:03.713142
2,1_1_193_827_2019-05-14 21:31:41.182903
2,1_1_193_819_2019-05-14 21:37:53.531972
0,1_1_193_825_2019-05-14 21:38:52.065858
2,1_1_194_821_2019-05-14 21:44:23.342838
2,1_1_179_809_2019-05-14 21:56:04.573892
2,1_1_191_807_2019-05-14 21:59:27.460966
2,1_1_178_824_2019-05-14 22:02:14.063914
2,1_1_179_815_2019-05-14 22:20:41.244406
2,1_1_194_822_2019-05-14 22:22:47.402130
2,1_1_178_817_2019-05-14 23:13:35.267878
2,1_1_193_829_2019-05-14 23:29:07.097247
2,1_1_193_816_2019-05-14 23:33:14.501173
2,1_1_179_783_2019-05-14 23:41:17.025538
2,1_1_178_823_2019-05-15 03:34:37.083196
1,1_1_191_789_2019-05-15 12:39:50.805620
1,1_1_178_823_2019-05-15 12:47:10.026871
1,1_1_194_822_2019-05-15 12:56:10.714375
1,1_1_193_819_2019-05-15 13:01:30.774140
0,1_1_179_799_2019-05-15 13:01:42.205114
0,1_1_194_826_2019-05-15 13:01:53.403815
1,1_1_193_827_2019-05-15 13:02:01.001235
0,1_1_179_810_2019-05-15 13:06:45.601888
1,1_1_193_829_2019-05-15 13:14:01.176465
0,1_1_178_824_2019-05-15 13:24:13.134578
1,1_1_194_821_2019-05-15 13:25:33.434776
1,1_1_179_787_2019-05-15 13:26:12.385434
0,1_1_179_796_2019-05-15 13:26:53.134599
1,1_1_178_828_2019-05-15 13:27:52.553090
0,1_1_193_825_2019-05-15 13:29:48.605036
1,1_1_193_820_2019-05-15 13:30:36.214811
1,1_1_179_815_2019-05-15 13:33:32.974250
0,1_1_178_817_2019-05-15 13:33:42.471697
1,1_1_179_797_2019-05-15 13:38:55.177008
1,1_1_179_791_2019-05-15 13:40:43.775842
2,1_1_193_816_2019-05-15 13:42:19.802976
1,1_1_194_818_2019-05-15 13:42:37.736112
0,1_1_179_809_2019-05-15 13:42:53.145400
1,1_1_179_794_2019-05-15 13:44:05.696781
1,1_1_179_813_2019-05-15 13:47:47.098043
0,1_1_179_801_2019-05-15 13:52:49.735981
1,1_1_179_777_2019-05-15 13:54:08.227369
0,1_1_179_800_2019-05-15 13:55:30.265526
0,1_1_179_788_2019-05-15 13:55:50.452379
1,1_1_179_781_2019-05-15 13:56:52.267232
1,1_1_179_790_2019-05-15 13:59:35.507055
1,1_1_191_785_2019-05-15 13:59:43.955934
0,1_1_179_783_2019-05-15 14:00:21.488632
0,1_1_179_798_2019-05-15 14:02:58.659159
1,1_1_191_808_2019-05-15 14:05:51.897670
0,1_1_179_779_2019-05-15 14:06:27.565161
1,1_1_191_812_2019-05-15 14:06:38.171542
1,1_1_191_780_2019-05-15 14:08:49.019792
0,1_1_191_795_2019-05-15 14:11:02.657465
1,1_1_191_782_2019-05-15 14:11:23.884517
0,1_1_191_803_2019-05-15 14:11:36.016645
1,1_1_191_802_2019-05-15 14:13:02.674962
0,1_1_191_778_2019-05-15 14:16:44.347717
0,1_1_191_806_2019-05-15 14:18:09.343806
0,1_1_191_807_2019-05-15 14:18:23.346765
0,1_1_191_811_2019-05-15 14:18:59.536553
0,1_1_191_805_2019-05-15 14:21:37.653012
0,1_1_191_804_2019-05-15 14:22:08.165096
1,1_1_191_792_2019-05-15 14:26:38.577047
1,1_1_191_784_2019-05-15 14:29:46.717691
1,1_1_191_793_2019-05-15 14:30:22.215846
0,1_1_191_786_2019-05-15 14:31:48.286731
2,1_1_193_816_2019-05-15 18:29:20.709708
1,1_1_179_798_2019-05-15 18:32:27.592352
0,1_1_191_805_2019-05-15 18:55:30.493586
2,1_1_191_785_2019-05-15 19:39:09.555270
2,1_1_179_794_2019-05-15 19:40:51.566539
2,1_1_193_816_2019-05-15 20:21:23.559888
1,1_1_193_819_2019-05-15 20:33:34.556474
2,1_1_178_823_2019-05-15 20:54:18.060266
0,1_1_178_817_2019-05-15 21:11:05.341841
2,1_1_193_829_2019-05-15 21:37:27.190105
2,1_1_191_805_2019-05-15 21:56:31.016741
2,1_1_191_782_2019-05-15 22:06:38.763643
2,1_1_179_799_2019-05-15 22:11:22.187706
2,1_1_179_777_2019-05-15 22:13:13.952650
2,1_1_193_825_2019-05-15 22:17:55.793309
2,1_1_179_787_2019-05-15 22:47:13.853156
2,1_1_179_815_2019-05-15 22:51:52.935568
2,1_1_179_796_2019-05-15 22:58:14.413486
2,1_1_179_813_2019-05-15 22:59:40.781287
2,1_1_194_822_2019-05-15 23:19:55.568487
2,1_1_194_821_2019-05-15 23:25:19.965003
2,1_1_191_807_2019-05-16 00:53:45.518651
2,1_1_194_826_2019-05-16 01:35:21.114577
1,1_1_194_821_2019-05-16 04:43:16.866092
0,1_1_194_826_2019-05-16 11:40:10.940474
1,1_1_194_818_2019-05-16 12:12:18.794272
1,1_1_194_822_2019-05-16 12:15:04.637240
1,1_1_191_789_2019-05-16 12:46:09.175521
1,1_1_193_819_2019-05-16 12:50:39.904770
1,1_1_178_823_2019-05-16 12:52:16.857543
0,1_1_179_810_2019-05-16 12:53:56.459716
1,1_1_193_827_2019-05-16 13:01:17.114094
0,1_1_178_817_2019-05-16 13:10:09.499455
1,1_1_193_820_2019-05-16 13:12:15.456954
0,1_1_178_824_2019-05-16 13:25:30.925500
0,1_1_193_825_2019-05-16 13:25:39.802192
1,1_1_178_828_2019-05-16 13:26:02.169912
1,1_1_179_787_2019-05-16 13:27:11.053184
1,1_1_193_829_2019-05-16 13:38:30.903244
1,1_1_191_802_2019-05-16 13:56:49.202242
1,1_1_179_799_2019-05-16 13:58:54.897926
1,1_1_191_808_2019-05-16 14:03:06.755110
1,1_1_194_821_2019-05-16 14:03:11.232996
1,1_1_179_815_2019-05-16 14:03:45.635239
0,1_1_193_816_2019-05-16 14:04:49.885074
1,1_1_179_800_2019-05-16 14:05:33.083134
0,1_1_179_783_2019-05-16 14:06:55.427577
1,1_1_179_798_2019-05-16 14:08:02.294959
0,1_1_179_791_2019-05-16 14:11:07.863221
1,1_1_179_794_2019-05-16 14:11:40.424772
0,1_1_179_796_2019-05-16 14:12:11.853110
1,1_1_179_781_2019-05-16 14:13:32.771527
0,1_1_191_795_2019-05-16 14:13:55.374168
1,1_1_179_777_2019-05-16 14:14:44.810053
0,1_1_179_788_2019-05-16 14:20:41.001784
1,1_1_179_809_2019-05-16 14:21:00.764416
1,1_1_191_785_2019-05-16 14:26:11.823201
0,1_1_179_790_2019-05-16 14:30:23.631346
1,1_1_191_805_2019-05-16 14:31:16.579570
1,1_1_179_801_2019-05-16 14:37:09.772268
1,1_1_191_780_2019-05-16 14:38:29.799509
1,1_1_179_797_2019-05-16 14:38:56.522376
0,1_1_179_779_2019-05-16 14:38:58.260878
1,1_1_191_782_2019-05-16 14:42:31.401333
1,1_1_179_813_2019-05-16 14:42:50.648786
0,1_1_191_778_2019-05-16 14:46:17.772800
1,1_1_191_807_2019-05-16 14:47:26.086782
1,1_1_191_806_2019-05-16 14:48:43.173863
1,1_1_191_803_2019-05-16 14:49:17.290499
0,1_1_191_812_2019-05-16 14:51:09.650644
1,1_1_191_792_2019-05-16 14:56:59.200284
0,1_1_191_811_2019-05-16 14:58:39.812203
1,1_1_191_784_2019-05-16 15:02:17.247672
1,1_1_191_786_2019-05-16 15:07:58.785415
0,1_1_191_804_2019-05-16 15:09:13.545447
1,1_1_191_793_2019-05-16 15:13:15.173027
0,1_1_178_824_2019-05-16 18:26:46.856005
0,1_1_191_795_2019-05-16 19:31:30.330680
0,1_1_179_799_2019-05-16 19:36:34.144084
2,1_1_191_792_2019-05-16 19:46:46.006381
0,1_1_193_816_2019-05-16 20:06:13.171771
2,1_1_191_780_2019-05-16 20:08:30.628858
2,1_1_178_817_2019-05-16 21:06:32.881730
2,1_1_191_811_2019-05-16 21:27:20.886854
2,1_1_193_819_2019-05-16 21:33:55.288167
2,1_1_179_797_2019-05-16 21:56:09.742539
2,1_1_193_820_2019-05-16 21:57:17.321574
2,1_1_194_818_2019-05-16 21:58:49.036241
2,1_1_179_791_2019-05-16 22:15:46.312188
2,1_1_178_828_2019-05-16 22:21:58.340663
2,1_1_178_823_2019-05-16 22:38:03.754302
2,1_1_193_827_2019-05-16 23:00:46.052064
2,1_1_191_792_2019-05-16 23:12:23.931853
2,1_1_178_817_2019-05-16 23:18:21.956511
2,1_1_193_829_2019-05-16 23:39:12.278012
0,1_1_194_822_2019-05-16 23:38:58.806873
2,1_1_179_796_2019-05-16 23:51:28.767813
2,1_1_193_825_2019-05-17 00:01:09.999349
2,1_1_178_828_2019-05-17 00:24:59.127765
2,1_1_191_795_2019-05-17 01:19:25.799223
2,1_1_194_821_2019-05-17 02:01:34.578562
2,1_1_194_826_2019-05-17 04:01:24.950625
2,1_1_178_823_2019-05-17 04:18:20.460299
1,1_1_194_826_2019-05-17 12:18:51.484113
2,1_1_193_819_2019-05-17 12:29:14.613713
1,1_1_178_823_2019-05-17 12:42:52.701297
1,1_1_191_789_2019-05-17 12:51:20.602558
1,1_1_193_827_2019-05-17 12:57:24.026297
1,1_1_194_821_2019-05-17 13:10:30.518633
1,1_1_191_808_2019-05-17 13:11:55.424900
1,1_1_193_816_2019-05-17 13:13:56.804033
1,1_1_193_820_2019-05-17 13:13:54.520534
0,1_1_194_822_2019-05-17 13:18:34.297431
0,1_1_193_825_2019-05-17 13:25:43.313879
0,1_1_178_828_2019-05-17 13:26:30.642174
0,1_1_179_799_2019-05-17 13:27:35.284042
1,1_1_179_787_2019-05-17 13:29:32.306380
1,1_1_179_783_2019-05-17 13:39:39.818448
1,1_1_178_817_2019-05-17 13:41:14.353783
1,1_1_193_819_2019-05-17 13:42:12.670376
1,1_1_178_824_2019-05-17 13:47:49.918246
0,1_1_193_829_2019-05-17 13:48:37.458791
0,1_1_179_800_2019-05-17 13:49:15.471389
0,1_1_179_815_2019-05-17 13:50:28.129746
1,1_1_191_785_2019-05-17 13:50:47.349651
1,1_1_179_781_2019-05-17 13:52:46.899880
0,1_1_179_796_2019-05-17 13:54:58.973834
1,1_1_179_777_2019-05-17 13:58:56.232482
0,1_1_179_810_2019-05-17 14:03:56.390608
0,1_1_179_809_2019-05-17 14:05:47.353089
1,1_1_191_803_2019-05-17 14:08:29.450469
0,1_1_179_791_2019-05-17 14:09:32.720245
1,1_1_191_812_2019-05-17 14:12:24.349107
2,1_1_179_797_2019-05-17 14:13:50.782267
1,1_1_179_794_2019-05-17 14:14:27.093183
0,1_1_191_792_2019-05-17 14:14:29.704179
0,1_1_191_802_2019-05-17 14:15:08.332410
0,1_1_179_788_2019-05-17 14:16:01.190527
1,1_1_179_779_2019-05-17 14:17:17.783473
1,1_1_179_798_2019-05-17 14:17:57.478344
1,1_1_179_801_2019-05-17 14:18:35.931591
0,1_1_191_806_2019-05-17 14:20:08.053245
0,1_1_179_813_2019-05-17 14:24:45.208919
1,1_1_191_805_2019-05-17 14:25:09.353482
1,1_1_191_782_2019-05-17 14:25:30.315984
0,1_1_191_780_2019-05-17 14:25:49.681704
0,1_1_191_807_2019-05-17 14:26:42.368945
1,1_1_179_790_2019-05-17 14:26:46.684086
1,1_1_191_795_2019-05-17 14:27:03.030850
0,1_1_191_811_2019-05-17 14:30:21.079088
1,1_1_191_784_2019-05-17 14:31:56.184610
1,1_1_191_804_2019-05-17 14:34:05.823270
0,1_1_191_793_2019-05-17 14:35:09.284431
1,1_1_179_810_2019-05-17 18:29:36.473513
1,1_1_179_797_2019-05-17 18:31:45.841275
0,1_1_178_828_2019-05-17 18:49:10.201851
0,1_1_191_802_2019-05-17 19:06:25.366422
1,1_1_191_804_2019-05-17 19:40:52.462367
2,1_1_179_813_2019-05-17 20:01:48.743088
2,1_1_193_819_2019-05-17 20:42:56.614581
2,1_1_194_818_2019-05-17 20:47:17.073251
2,1_1_193_820_2019-05-17 21:06:58.415040
2,1_1_193_827_2019-05-17 21:23:34.885542
2,1_1_191_793_2019-05-17 22:05:54.267923
0,1_1_191_789_2019-05-17 22:06:07.835489
2,1_1_191_803_2019-05-17 22:16:09.049048
2,1_1_193_816_2019-05-17 22:21:26.800161
2,1_1_193_829_2019-05-17 22:29:50.175292
2,1_1_194_822_2019-05-17 22:42:17.272330
2,1_1_191_806_2019-05-17 22:52:41.109361
2,1_1_193_825_2019-05-17 23:00:48.725638
2,1_1_178_824_2019-05-17 23:08:15.619423
2,1_1_193_819_2019-05-17 23:26:40.761923
2,1_1_178_823_2019-05-18 01:44:22.917193
2,1_1_193_819_2019-05-18 02:38:31.509999
0,1_1_194_822_2019-05-18 14:10:19.339352
2,1_1_194_822_2019-05-18 18:04:24.090485
2,1_1_193_829_2019-05-18 19:35:07.144605
2,1_1_193_819_2019-05-18 20:12:59.055315
0,1_1_193_825_2019-05-19 14:32:02.544938
2,1_1_178_828_2019-05-19 15:29:42.059977
2,1_1_193_827_2019-05-19 15:56:44.864546
0,1_1_193_820_2019-05-19 16:13:11.254544
2,1_1_178_817_2019-05-19 17:04:45.877851
2,1_1_193_827_2019-05-19 19:01:41.882302
1,1_1_194_821_2019-05-20 04:41:44.980235
0,1_1_194_826_2019-05-20 11:35:05.828252
1,1_1_194_822_2019-05-20 12:35:44.267783
0,1_1_193_825_2019-05-20 12:50:21.746977
1,1_1_193_819_2019-05-20 12:51:36.228102
1,1_1_191_789_2019-05-20 12:54:37.830110
1,1_1_178_817_2019-05-20 12:59:37.869285
0,1_1_178_824_2019-05-20 13:00:17.918581
0,1_1_178_828_2019-05-20 13:02:01.610630
1,1_1_178_823_2019-05-20 13:08:04.053598
1,1_1_193_827_2019-05-20 13:09:27.365834
1,1_1_193_820_2019-05-20 13:11:10.879064
0,1_1_193_816_2019-05-20 13:23:31.536032
1,1_1_194_818_2019-05-20 13:24:43.117536
1,1_1_179_787_2019-05-20 13:34:02.480248
0,1_1_179_799_2019-05-20 13:37:11.104139
1,1_1_193_829_2019-05-20 13:40:53.254424
1,1_1_179_796_2019-05-20 13:43:00.627311
1,1_1_179_791_2019-05-20 13:45:52.228138
1,1_1_179_815_2019-05-20 13:49:49.336087
0,1_1_179_809_2019-05-20 13:51:06.714428
1,1_1_191_802_2019-05-20 13:53:07.596312
0,1_1_179_810_2019-05-20 13:54:34.265229
1,1_1_179_797_2019-05-20 13:54:58.247399
0,1_1_194_821_2019-05-20 13:55:12.092005
1,1_1_179_781_2019-05-20 13:55:22.681964
1,1_1_179_788_2019-05-20 13:56:40.128458
2,1_1_179_777_2019-05-20 13:59:50.434815
0,1_1_179_783_2019-05-20 14:00:00.706945
0,1_1_179_798_2019-05-20 14:01:12.863224
1,1_1_191_812_2019-05-20 14:03:03.419953
1,1_1_179_794_2019-05-20 14:04:25.365355
2,1_1_179_779_2019-05-20 14:04:28.915841
0,1_1_191_803_2019-05-20 14:06:21.146843
0,1_1_191_780_2019-05-20 14:06:32.620886
1,1_1_179_801_2019-05-20 14:06:40.997138
1,1_1_179_790_2019-05-20 14:07:00.044182
0,1_1_191_778_2019-05-20 14:10:22.528512
1,1_1_191_808_2019-05-20 14:11:43.662649
1,1_1_179_813_2019-05-20 14:12:30.895792
1,1_1_191_795_2019-05-20 14:16:14.509023
0,1_1_191_807_2019-05-20 14:16:25.301600
1,1_1_191_806_2019-05-20 14:17:43.547600
1,1_1_191_792_2019-05-20 14:22:41.934449
0,1_1_191_793_2019-05-20 14:23:58.380451
0,1_1_191_784_2019-05-20 14:24:14.020707
1,1_1_191_785_2019-05-20 14:24:39.456969
1,1_1_191_805_2019-05-20 14:28:04.899045
0,1_1_191_811_2019-05-20 14:28:07.019641
1,1_1_191_782_2019-05-20 14:28:57.709621
0,1_1_191_804_2019-05-20 14:29:44.160835
0,1_1_191_786_2019-05-20 14:30:18.201538
0,1_1_179_779_2019-05-20 16:43:57.151938
0,1_1_191_804_2019-05-20 18:47:11.692144
0,1_1_179_777_2019-05-20 19:01:53.653653
0,1_1_179_800_2019-05-20 19:56:11.310359
2,1_1_179_791_2019-05-20 20:21:38.861207
2,1_1_193_819_2019-05-20 21:19:53.140647
2,1_1_193_825_2019-05-20 21:24:05.947890
0,1_1_178_828_2019-05-20 21:28:57.333725
2,1_1_178_817_2019-05-20 21:31:19.847577
2,1_1_179_815_2019-05-20 21:47:22.088879
2,1_1_179_810_2019-05-20 22:09:58.747070
2,1_1_191_811_2019-05-20 22:10:49.078350
