cluster,sessionID
2,1_1_193_816_2019-02-15 17:05:45.837428
2,1_1_193_829_2019-02-15 17:09:24.665357
0,1_1_179_810_2019-02-15 17:24:26.037130
1,1_1_179_815_2019-02-15 17:29:16.886104
1,1_1_179_788_2019-02-15 17:41:09.544102
0,1_1_179_800_2019-02-15 18:16:00.063031
0,1_1_179_779_2019-02-15 18:21:06.474301
1,1_1_179_777_2019-02-15 18:25:53.365539
2,1_1_179_794_2019-02-15 18:39:05.615961
0,1_1_179_809_2019-02-15 19:23:11.844880
2,1_1_194_818_2019-02-15 20:34:14.504464
2,1_1_179_783_2019-02-15 20:50:01.982361
2,1_1_179_798_2019-02-15 21:56:47.313766
2,1_1_179_798_2019-02-15 22:07:02.282236
2,1_1_178_828_2019-02-15 22:07:38.515355
2,1_1_193_825_2019-02-15 22:19:15.346140
2,1_1_194_821_2019-02-15 23:12:43.056461
2,1_1_193_820_2019-02-15 23:17:28.988353
2,1_1_178_824_2019-02-16 01:19:46.383553
2,1_1_194_818_2019-02-16 18:26:44.915097
2,1_1_193_825_2019-02-17 00:39:16.159291
2,1_1_178_817_2019-02-17 20:17:27.522132
1,1_1_193_819_2019-02-18 17:17:14.679438
2,1_1_194_821_2019-02-18 18:11:13.600870
2,1_1_194_821_2019-02-18 21:48:37.160364
2,1_1_193_829_2019-02-18 23:49:49.871712
2,1_1_178_828_2019-02-19 00:31:15.470515
0,1_1_194_826_2019-02-19 13:27:08.778718
1,1_1_191_789_2019-02-19 13:44:33.261281
1,1_1_178_823_2019-02-19 13:48:18.835664
0,1_1_179_796_2019-02-19 13:51:00.759650
0,1_1_179_801_2019-02-19 13:54:03.751326
1,1_1_178_828_2019-02-19 14:01:47.407675
1,1_1_194_822_2019-02-19 14:04:33.656456
0,1_1_193_825_2019-02-19 14:05:54.000882
0,1_1_179_800_2019-02-19 14:08:49.187629
1,1_1_193_819_2019-02-19 14:12:38.859213
1,1_1_193_829_2019-02-19 14:17:41.611590
1,1_1_193_827_2019-02-19 14:24:21.728246
0,1_1_179_810_2019-02-19 14:27:25.830862
1,1_1_194_821_2019-02-19 14:28:22.169273
0,1_1_178_817_2019-02-19 14:29:28.170729
1,1_1_193_820_2019-02-19 14:29:51.048058
0,1_1_179_788_2019-02-19 14:30:46.076795
0,1_1_194_818_2019-02-19 14:31:54.888921
0,1_1_178_824_2019-02-19 14:32:58.440807
1,1_1_191_795_2019-02-19 14:33:13.597751
1,1_1_193_816_2019-02-19 14:35:20.767949
0,1_1_179_799_2019-02-19 14:35:50.490877
1,1_1_179_791_2019-02-19 14:40:57.360073
1,1_1_179_781_2019-02-19 14:45:23.420258
0,1_1_191_782_2019-02-19 14:51:05.990065
2,1_1_191_808_2019-02-19 14:51:42.180310
1,1_1_179_815_2019-02-19 14:52:08.860469
0,1_1_179_783_2019-02-19 14:55:44.141164
0,1_1_179_813_2019-02-19 14:58:22.087210
1,1_1_179_777_2019-02-19 14:59:23.101122
1,1_1_179_809_2019-02-19 15:00:36.200242
1,1_1_179_798_2019-02-19 15:00:50.091773
1,1_1_191_802_2019-02-19 15:07:15.281465
0,1_1_179_797_2019-02-19 15:11:31.471200
0,1_1_191_803_2019-02-19 15:13:17.199015
0,1_1_179_794_2019-02-19 15:18:16.039826
1,1_1_179_790_2019-02-19 15:19:05.300167
1,1_1_191_785_2019-02-19 15:24:20.261388
0,1_1_179_779_2019-02-19 15:25:35.926213
0,1_1_179_787_2019-02-19 15:27:17.114229
1,1_1_191_805_2019-02-19 15:28:50.212902
1,1_1_191_807_2019-02-19 15:33:42.241131
0,1_1_191_778_2019-02-19 15:36:29.342351
1,1_1_191_792_2019-02-19 15:45:50.235263
1,1_1_191_806_2019-02-19 15:47:24.559591
1,1_1_191_811_2019-02-19 15:47:26.233360
1,1_1_191_780_2019-02-19 15:49:45.492116
0,1_1_191_812_2019-02-19 15:52:09.334559
0,1_1_191_804_2019-02-19 15:53:05.254231
1,1_1_191_793_2019-02-19 15:53:45.035273
0,1_1_191_784_2019-02-19 16:05:15.565497
1,1_1_193_829_2019-02-19 18:45:51.247810
0,1_1_191_808_2019-02-19 19:10:56.097338
2,1_1_193_827_2019-02-19 21:14:54.883320
2,1_1_193_820_2019-02-19 21:58:49.729079
2,1_1_178_828_2019-02-19 22:11:17.379007
2,1_1_179_800_2019-02-19 22:33:42.870039
2,1_1_178_824_2019-02-19 22:44:42.210915
2,1_1_194_826_2019-02-19 22:46:11.879529
2,1_1_193_825_2019-02-19 23:22:07.790684
2,1_1_193_819_2019-02-19 23:27:21.963836
2,1_1_179_801_2019-02-19 23:40:10.727937
2,1_1_178_828_2019-02-20 00:14:30.071758
2,1_1_193_827_2019-02-20 00:22:41.309660
2,1_1_193_829_2019-02-20 00:51:44.849814
2,1_1_178_823_2019-02-20 01:06:10.508144
0,1_1_194_821_2019-02-20 03:46:21.476003
2,1_1_178_824_2019-02-20 11:57:37.746701
0,1_1_194_826_2019-02-20 13:17:56.370720
0,1_1_193_829_2019-02-20 13:53:50.029429
1,1_1_191_789_2019-02-20 13:55:38.703036
1,1_1_193_819_2019-02-20 13:56:56.359036
0,1_1_179_800_2019-02-20 14:05:04.123961
0,1_1_179_799_2019-02-20 14:05:10.033914
1,1_1_193_820_2019-02-20 14:10:43.906840
0,1_1_194_822_2019-02-20 14:14:00.704432
1,1_1_193_827_2019-02-20 14:17:11.365086
1,1_1_178_828_2019-02-20 14:22:00.763471
0,1_1_179_777_2019-02-20 14:24:05.922360
0,1_1_193_825_2019-02-20 14:33:24.560469
0,1_1_194_821_2019-02-20 14:39:00.111568
0,1_1_179_796_2019-02-20 14:40:08.020875
0,1_1_179_781_2019-02-20 14:40:31.037335
1,1_1_193_816_2019-02-20 14:41:45.350114
1,1_1_179_791_2019-02-20 14:43:38.189830
1,1_1_178_817_2019-02-20 14:44:17.649368
0,1_1_191_802_2019-02-20 14:46:13.819777
1,1_1_179_788_2019-02-20 14:48:42.139979
1,1_1_179_815_2019-02-20 14:54:18.506976
0,1_1_194_818_2019-02-20 14:54:57.189159
1,1_1_191_785_2019-02-20 15:00:29.218912
0,1_1_191_812_2019-02-20 15:03:29.080591
0,1_1_179_783_2019-02-20 15:04:11.975419
0,1_1_179_810_2019-02-20 15:09:26.788116
0,1_1_179_794_2019-02-20 15:09:55.869942
1,1_1_179_809_2019-02-20 15:10:49.787017
0,1_1_179_813_2019-02-20 15:12:20.960917
0,1_1_179_797_2019-02-20 15:12:53.592131
0,1_1_179_787_2019-02-20 15:13:28.860073
1,1_1_179_801_2019-02-20 15:17:09.680194
0,1_1_191_803_2019-02-20 15:17:32.491269
0,1_1_179_790_2019-02-20 15:20:07.661646
1,1_1_191_780_2019-02-20 15:21:24.970094
0,1_1_179_779_2019-02-20 15:24:28.701860
1,1_1_191_778_2019-02-20 15:25:42.988634
1,1_1_191_782_2019-02-20 15:28:51.326281
1,1_1_191_795_2019-02-20 15:29:45.571319
1,1_1_191_807_2019-02-20 15:30:12.500992
1,1_1_191_806_2019-02-20 15:30:38.801375
0,1_1_191_792_2019-02-20 15:36:45.712531
1,1_1_191_804_2019-02-20 15:37:07.271951
0,1_1_191_784_2019-02-20 15:37:07.849723
0,1_1_178_824_2019-02-20 15:37:58.867054
1,1_1_191_808_2019-02-20 15:38:39.003238
1,1_1_191_786_2019-02-20 15:41:38.360735
0,1_1_191_811_2019-02-20 15:42:22.452469
0,1_1_191_793_2019-02-20 15:47:22.300668
0,1_1_191_805_2019-02-20 15:50:53.513688
0,1_1_179_798_2019-02-20 17:17:26.595698
2,1_1_178_823_2019-02-20 18:54:25.461409
0,1_1_179_781_2019-02-20 19:29:06.520649
0,1_1_193_819_2019-02-20 20:09:27.944564
2,1_1_193_829_2019-02-20 20:57:36.952878
0,1_1_179_790_2019-02-20 20:59:13.611592
2,1_1_193_825_2019-02-20 21:02:01.504778
2,1_1_179_800_2019-02-20 21:14:44.119527
2,1_1_191_805_2019-02-20 21:48:42.281733
2,1_1_178_824_2019-02-20 22:14:44.404501
2,1_1_194_818_2019-02-20 22:38:24.412961
2,1_1_179_799_2019-02-20 22:56:57.993772
2,1_1_191_778_2019-02-20 22:59:52.945765
2,1_1_178_828_2019-02-20 23:15:15.221469
0,1_1_191_789_2019-02-20 23:43:00.304671
2,1_1_193_820_2019-02-20 23:55:08.063968
2,1_1_178_823_2019-02-21 00:11:50.822120
2,1_1_194_822_2019-02-21 00:45:46.280022
1,1_1_193_819_2019-02-21 01:34:18.469487
2,1_1_191_795_2019-02-21 02:18:35.488858
2,1_1_194_821_2019-02-21 13:48:29.113325
1,1_1_194_822_2019-02-21 13:59:41.310370
0,1_1_179_800_2019-02-21 14:01:34.690883
0,1_1_193_819_2019-02-21 14:09:39.754618
2,1_1_178_823_2019-02-21 14:10:58.291920
0,1_1_193_827_2019-02-21 14:13:53.634110
0,1_1_193_825_2019-02-21 14:14:52.525695
1,1_1_178_828_2019-02-21 14:16:13.523050
1,1_1_193_820_2019-02-21 14:16:22.322748
1,1_1_193_816_2019-02-21 14:22:30.197277
0,1_1_194_826_2019-02-21 14:29:27.101605
0,1_1_179_796_2019-02-21 14:30:24.034639
0,1_1_178_817_2019-02-21 14:33:50.081529
1,1_1_178_824_2019-02-21 14:44:37.712997
1,1_1_179_815_2019-02-21 14:50:29.532660
1,1_1_179_791_2019-02-21 14:54:19.700965
1,1_1_194_818_2019-02-21 14:54:28.740192
1,1_1_179_777_2019-02-21 14:57:26.681866
1,1_1_179_781_2019-02-21 15:02:50.098987
1,1_1_191_812_2019-02-21 15:07:00.948181
1,1_1_179_788_2019-02-21 15:09:03.858591
1,1_1_191_802_2019-02-21 15:09:04.771094
1,1_1_179_809_2019-02-21 15:11:24.465254
0,1_1_179_783_2019-02-21 15:15:17.549127
1,1_1_191_792_2019-02-21 15:15:48.427392
0,1_1_179_797_2019-02-21 15:17:16.940009
1,1_1_179_798_2019-02-21 15:22:26.198241
1,1_1_191_785_2019-02-21 15:24:27.142598
0,1_1_191_795_2019-02-21 15:25:12.717853
1,1_1_178_823_2019-02-21 15:26:28.519489
1,1_1_179_787_2019-02-21 15:37:02.742859
1,1_1_191_782_2019-02-21 15:38:37.813967
0,1_1_191_780_2019-02-21 15:43:24.452046
1,1_1_191_808_2019-02-21 15:43:53.630449
1,1_1_191_784_2019-02-21 15:43:57.441379
1,1_1_179_794_2019-02-21 15:44:27.113575
0,1_1_179_790_2019-02-21 15:48:45.423497
0,1_1_191_811_2019-02-21 15:49:16.325216
1,1_1_179_779_2019-02-21 15:49:45.724013
1,1_1_179_813_2019-02-21 15:58:03.115121
0,1_1_191_793_2019-02-21 15:58:12.235327
0,1_1_191_807_2019-02-21 16:01:31.227180
1,1_1_191_805_2019-02-21 16:05:15.664041
1,1_1_191_778_2019-02-21 16:05:43.013366
1,1_1_191_806_2019-02-21 16:06:13.548396
0,1_1_191_803_2019-02-21 16:06:31.338857
0,1_1_191_786_2019-02-21 16:11:38.341733
0,1_1_191_804_2019-02-21 16:12:11.242859
1,1_1_193_819_2019-02-21 17:30:14.596698
0,1_1_193_829_2019-02-21 18:21:07.448530
0,1_1_194_822_2019-02-21 19:41:28.572068
0,1_1_178_817_2019-02-21 19:54:20.461933
0,1_1_178_828_2019-02-21 20:21:43.503251
2,1_1_191_804_2019-02-21 20:34:45.936078
0,1_1_193_816_2019-02-21 20:37:39.379211
2,1_1_191_780_2019-02-21 20:59:30.875685
2,1_1_179_800_2019-02-21 21:46:15.119222
2,1_1_193_825_2019-02-21 23:16:59.042889
2,1_1_179_783_2019-02-21 23:34:19.012223
2,1_1_178_823_2019-02-21 23:36:57.561472
2,1_1_193_827_2019-02-21 23:46:52.188718
2,1_1_179_801_2019-02-22 00:07:25.554887
2,1_1_193_829_2019-02-22 00:31:13.111232
2,1_1_194_821_2019-02-22 00:52:49.061303
2,1_1_193_820_2019-02-22 01:07:49.970909
2,1_1_178_823_2019-02-22 02:02:49.605220
0,1_1_194_826_2019-02-22 13:07:12.569600
1,1_1_178_823_2019-02-22 13:44:43.488466
0,1_1_193_825_2019-02-22 13:50:49.794843
1,1_1_191_789_2019-02-22 13:51:41.774593
0,1_1_178_828_2019-02-22 13:52:42.626282
0,1_1_193_820_2019-02-22 13:57:26.634360
0,1_1_179_797_2019-02-22 14:03:50.764150
0,1_1_193_827_2019-02-22 14:06:47.238586
0,1_1_194_821_2019-02-22 14:12:23.027669
0,1_1_193_819_2019-02-22 14:12:40.117222
1,1_1_194_822_2019-02-22 14:13:16.607796
1,1_1_193_829_2019-02-22 14:13:26.105669
1,1_1_193_816_2019-02-22 14:23:36.900982
0,1_1_194_818_2019-02-22 14:25:49.942381
0,1_1_178_817_2019-02-22 14:27:40.291741
0,1_1_179_799_2019-02-22 14:37:48.459937
1,1_1_179_810_2019-02-22 14:39:23.929197
0,1_1_178_824_2019-02-22 14:42:58.201762
0,1_1_191_802_2019-02-22 14:44:42.551037
1,1_1_179_794_2019-02-22 14:47:14.141488
1,1_1_179_815_2019-02-22 14:54:33.309320
1,1_1_179_781_2019-02-22 14:57:18.206899
0,1_1_179_777_2019-02-22 14:59:08.058732
0,1_1_179_813_2019-02-22 14:59:11.668086
0,1_1_179_800_2019-02-22 15:03:02.688818
0,1_1_179_809_2019-02-22 15:03:26.854081
0,1_1_179_796_2019-02-22 15:04:24.659078
0,1_1_179_791_2019-02-22 15:06:35.932987
0,1_1_179_783_2019-02-22 15:07:44.130241
1,1_1_191_785_2019-02-22 15:08:52.451420
0,1_1_179_787_2019-02-22 15:10:33.870270
1,1_1_179_788_2019-02-22 15:10:38.730746
1,1_1_191_812_2019-02-22 15:12:59.001964
1,1_1_191_792_2019-02-22 15:13:57.830222
1,1_1_179_801_2019-02-22 15:16:40.635692
1,1_1_179_790_2019-02-22 15:17:44.961045
1,1_1_179_779_2019-02-22 15:19:32.578572
1,1_1_191_780_2019-02-22 15:21:15.701276
0,1_1_191_782_2019-02-22 15:22:00.083327
1,1_1_191_795_2019-02-22 15:30:42.872625
1,1_1_191_804_2019-02-22 15:33:21.543144
0,1_1_191_811_2019-02-22 15:34:28.983212
1,1_1_191_808_2019-02-22 15:34:37.035833
2,1_1_191_793_2019-02-22 15:35:23.990685
2,1_1_191_806_2019-02-22 15:43:36.680501
0,1_1_191_786_2019-02-22 15:45:48.772787
0,1_1_191_807_2019-02-22 15:47:10.963823
2,1_1_191_805_2019-02-22 15:56:38.710844
2,1_1_191_778_2019-02-22 15:56:58.465482
0,1_1_191_784_2019-02-22 16:02:59.336622
2,1_1_191_803_2019-02-22 17:23:28.937194
2,1_1_178_828_2019-02-22 17:46:43.136067
0,1_1_193_820_2019-02-22 17:54:17.044283
0,1_1_191_778_2019-02-22 18:07:17.323369
0,1_1_191_803_2019-02-22 18:32:03.016491
1,1_1_191_805_2019-02-22 18:48:51.273417
0,1_1_178_828_2019-02-22 19:32:47.975708
2,1_1_178_824_2019-02-22 19:39:26.604973
2,1_1_191_811_2019-02-22 19:44:54.880629
0,1_1_194_822_2019-02-22 19:48:22.288084
2,1_1_191_806_2019-02-22 19:49:30.819058
2,1_1_193_825_2019-02-22 19:51:04.589823
2,1_1_179_787_2019-02-22 20:02:53.899299
2,1_1_191_793_2019-02-22 20:03:02.320827
2,1_1_193_819_2019-02-22 20:21:42.984055
2,1_1_179_813_2019-02-22 22:05:22.837019
2,1_1_179_794_2019-02-22 22:08:27.852515
2,1_1_179_799_2019-02-22 23:02:05.360508
2,1_1_178_823_2019-02-22 23:22:30.152092
2,1_1_193_829_2019-02-22 23:23:56.936419
2,1_1_178_823_2019-02-23 00:08:55.715073
2,1_1_194_818_2019-02-23 00:08:59.583673
2,1_1_193_819_2019-02-23 01:34:04.580839
2,1_1_178_828_2019-02-23 02:28:12.278632
2,1_1_194_821_2019-02-23 03:42:03.678115
2,1_1_178_823_2019-02-23 13:54:53.533547
1,1_1_178_828_2019-02-23 14:45:57.968537
0,1_1_194_821_2019-02-23 17:11:01.185559
0,1_1_194_826_2019-02-23 17:39:10.198123
2,1_1_193_827_2019-02-23 21:44:01.654335
2,1_1_178_817_2019-02-24 21:46:17.015552
2,1_1_193_829_2019-02-24 22:10:56.665508
1,1_1_178_823_2019-02-25 13:44:37.387644
0,1_1_179_781_2019-02-25 13:49:01.811487
1,1_1_191_789_2019-02-25 13:57:12.528526
0,1_1_179_800_2019-02-25 14:08:47.224876
0,1_1_179_810_2019-02-25 14:11:06.480113
1,1_1_193_819_2019-02-25 14:11:53.959689
0,1_1_178_828_2019-02-25 14:13:19.002163
1,1_1_194_821_2019-02-25 14:13:20.754424
1,1_1_193_820_2019-02-25 14:14:10.240241
1,1_1_179_788_2019-02-25 14:17:49.440833
1,1_1_178_817_2019-02-25 14:22:50.197329
1,1_1_193_827_2019-02-25 14:26:50.925133
0,1_1_194_822_2019-02-25 14:27:26.785580
0,1_1_193_816_2019-02-25 14:34:14.064446
0,1_1_178_824_2019-02-25 14:38:07.829739
1,1_1_193_829_2019-02-25 14:44:11.449475
1,1_1_193_825_2019-02-25 14:44:51.994268
1,1_1_179_796_2019-02-25 14:48:56.358577
0,1_1_179_787_2019-02-25 14:50:33.921397
1,1_1_194_818_2019-02-25 14:51:34.385597
1,1_1_179_777_2019-02-25 14:56:19.237218
1,1_1_179_791_2019-02-25 15:01:46.274514
2,1_1_179_798_2019-02-25 15:02:16.344344
0,1_1_191_778_2019-02-25 15:06:55.859103
1,1_1_179_794_2019-02-25 15:07:50.251897
0,1_1_179_801_2019-02-25 15:09:10.706228
0,1_1_191_803_2019-02-25 15:09:52.029421
1,1_1_179_799_2019-02-25 15:09:59.634499
1,1_1_191_802_2019-02-25 15:10:09.383603
0,1_1_191_812_2019-02-25 15:11:54.514285
0,1_1_179_809_2019-02-25 15:12:12.920825
0,1_1_179_797_2019-02-25 15:16:21.251487
0,1_1_191_805_2019-02-25 15:21:04.845028
0,1_1_191_795_2019-02-25 15:23:26.069996
0,1_1_179_790_2019-02-25 15:24:37.919431
1,1_1_191_785_2019-02-25 15:25:27.772221
0,1_1_191_811_2019-02-25 15:26:51.250714
1,1_1_191_792_2019-02-25 15:28:21.485009
0,1_1_191_782_2019-02-25 15:29:36.483553
0,1_1_179_779_2019-02-25 15:31:32.180989
1,1_1_191_807_2019-02-25 15:33:53.785921
2,1_1_191_808_2019-02-25 15:36:48.789411
1,1_1_191_806_2019-02-25 15:39:17.167414
0,1_1_179_813_2019-02-25 15:40:44.562750
2,1_1_191_786_2019-02-25 15:41:50.265196
0,1_1_191_784_2019-02-25 15:42:40.643894
0,1_1_191_804_2019-02-25 15:46:05.050958
1,1_1_191_793_2019-02-25 15:46:17.390891
0,1_1_179_815_2019-02-25 15:47:05.144214
1,1_1_179_798_2019-02-25 16:15:33.710352
0,1_1_194_826_2019-02-25 17:31:23.968666
1,1_1_191_786_2019-02-25 19:27:53.278867
2,1_1_179_781_2019-02-25 19:47:51.928977
2,1_1_191_780_2019-02-25 20:18:19.671894
2,1_1_179_815_2019-02-25 20:36:47.092297
0,1_1_193_825_2019-02-25 20:44:22.566185
0,1_1_179_783_2019-02-25 20:45:25.915461
2,1_1_191_808_2019-02-25 20:53:12.059797
2,1_1_179_800_2019-02-25 20:53:26.457389
2,1_1_193_829_2019-02-25 22:27:30.253844
2,1_1_191_782_2019-02-25 22:31:02.887171
2,1_1_194_821_2019-02-25 22:50:25.474568
2,1_1_191_793_2019-02-25 22:57:58.955418
2,1_1_193_819_2019-02-25 23:25:22.251783
2,1_1_178_828_2019-02-25 23:28:33.822247
2,1_1_194_826_2019-02-25 23:28:53.403632
2,1_1_179_813_2019-02-25 23:37:02.507863
2,1_1_178_823_2019-02-26 00:09:52.710403
2,1_1_193_827_2019-02-26 00:12:49.779467
2,1_1_193_819_2019-02-26 01:42:26.613971
1,1_1_178_823_2019-02-26 13:44:32.621833
0,1_1_194_826_2019-02-26 13:46:46.326471
1,1_1_193_819_2019-02-26 13:53:53.719758
0,1_1_179_800_2019-02-26 14:00:56.996189
0,1_1_193_827_2019-02-26 14:02:16.302895
0,1_1_194_821_2019-02-26 14:09:58.974209
1,1_1_178_828_2019-02-26 14:10:01.607402
1,1_1_193_820_2019-02-26 14:11:31.952782
1,1_1_191_808_2019-02-26 14:17:41.201398
1,1_1_178_817_2019-02-26 14:25:09.733078
1,1_1_179_787_2019-02-26 14:26:38.736432
1,1_1_194_822_2019-02-26 14:26:46.692507
0,1_1_178_824_2019-02-26 14:27:28.025849
1,1_1_193_825_2019-02-26 14:32:06.530700
0,1_1_193_829_2019-02-26 14:34:54.473262
0,1_1_193_816_2019-02-26 14:37:58.037083
1,1_1_179_788_2019-02-26 14:39:51.625918
0,1_1_179_801_2019-02-26 14:41:11.646241
0,1_1_179_815_2019-02-26 14:41:27.559392
1,1_1_179_796_2019-02-26 14:48:36.727141
0,1_1_179_799_2019-02-26 14:49:26.206513
1,1_1_179_791_2019-02-26 14:52:37.575022
1,1_1_179_783_2019-02-26 14:56:28.848879
1,1_1_179_781_2019-02-26 14:58:30.207245
0,1_1_191_811_2019-02-26 14:59:55.257662
0,1_1_179_810_2019-02-26 15:00:28.646784
0,1_1_179_813_2019-02-26 15:00:40.236032
1,1_1_179_777_2019-02-26 15:01:53.006221
0,1_1_179_809_2019-02-26 15:04:30.799693
1,1_1_191_802_2019-02-26 15:05:26.767994
0,1_1_179_794_2019-02-26 15:05:39.424404
0,1_1_179_798_2019-02-26 15:10:04.941669
0,1_1_179_797_2019-02-26 15:10:43.648996
1,1_1_191_812_2019-02-26 15:10:58.748659
1,1_1_191_782_2019-02-26 15:11:43.118270
0,1_1_179_779_2019-02-26 15:16:50.540354
0,1_1_179_790_2019-02-26 15:18:27.021702
1,1_1_191_785_2019-02-26 15:21:23.080277
1,1_1_191_807_2019-02-26 15:24:51.341770
0,1_1_191_778_2019-02-26 15:25:34.960003
1,1_1_191_805_2019-02-26 15:28:40.820631
0,1_1_191_780_2019-02-26 15:38:29.698233
1,1_1_191_792_2019-02-26 15:41:36.067573
1,1_1_191_793_2019-02-26 15:45:09.095011
1,1_1_191_804_2019-02-26 15:46:20.194760
0,1_1_191_784_2019-02-26 15:47:11.685158
0,1_1_191_789_2019-02-26 15:47:24.665563
1,1_1_191_795_2019-02-26 15:51:00.885477
0,1_1_191_786_2019-02-26 16:10:35.458840
1,1_1_179_815_2019-02-26 17:31:45.865490
1,1_1_191_806_2019-02-26 18:56:49.840955
1,1_1_179_798_2019-02-26 19:23:35.975342
2,1_1_194_821_2019-02-26 20:29:32.330963
2,1_1_191_803_2019-02-26 20:48:08.907686
2,1_1_193_819_2019-02-26 22:34:23.616002
2,1_1_194_822_2019-02-26 22:44:53.174959
2,1_1_191_778_2019-02-26 22:46:48.727555
2,1_1_193_829_2019-02-26 22:56:54.794862
2,1_1_191_803_2019-02-26 23:00:41.067989
2,1_1_191_808_2019-02-26 23:09:19.819656
2,1_1_193_816_2019-02-26 23:19:46.893576
2,1_1_193_827_2019-02-26 23:34:23.551536
2,1_1_193_820_2019-02-26 23:54:21.687399
2,1_1_194_818_2019-02-27 00:15:22.527362
2,1_1_194_821_2019-02-27 00:21:30.834890
2,1_1_178_823_2019-02-27 00:41:50.931424
2,1_1_193_819_2019-02-27 01:42:41.422248
2,1_1_178_828_2019-02-27 04:51:41.572366
2,1_1_178_823_2019-02-27 13:14:19.356110
0,1_1_194_826_2019-02-27 13:29:37.314214
1,1_1_178_828_2019-02-27 13:47:14.029884
0,1_1_193_825_2019-02-27 13:54:46.914025
0,1_1_179_799_2019-02-27 13:55:46.944088
0,1_1_193_827_2019-02-27 14:01:20.496020
1,1_1_194_822_2019-02-27 14:06:13.116220
1,1_1_194_821_2019-02-27 14:07:48.616045
1,1_1_193_820_2019-02-27 14:07:58.864666
0,1_1_179_800_2019-02-27 14:09:29.115819
1,1_1_193_819_2019-02-27 14:15:29.456760
1,1_1_179_787_2019-02-27 14:21:38.627079
1,1_1_178_817_2019-02-27 14:27:14.918143
0,1_1_178_824_2019-02-27 14:31:35.322519
0,1_1_193_829_2019-02-27 14:34:33.892914
1,1_1_193_816_2019-02-27 14:36:31.232878
1,1_1_179_783_2019-02-27 14:37:18.014450
0,1_1_179_781_2019-02-27 14:40:18.042810
1,1_1_178_823_2019-02-27 14:41:01.053696
1,1_1_179_810_2019-02-27 14:45:25.427324
0,1_1_179_788_2019-02-27 14:46:41.908607
0,1_1_179_801_2019-02-27 14:47:14.081222
0,1_1_179_797_2019-02-27 14:54:49.520275
1,1_1_179_791_2019-02-27 14:55:18.528489
2,1_1_179_794_2019-02-27 14:56:07.599280
1,1_1_179_796_2019-02-27 14:56:09.428366
1,1_1_179_809_2019-02-27 14:56:48.930532
1,1_1_179_798_2019-02-27 14:58:59.190419
0,1_1_179_815_2019-02-27 15:00:49.896705
1,1_1_191_802_2019-02-27 15:07:00.723127
0,1_1_179_790_2019-02-27 15:10:14.275286
1,1_1_179_779_2019-02-27 15:14:32.455765
1,1_1_191_778_2019-02-27 15:17:03.391774
0,1_1_191_811_2019-02-27 15:21:03.962773
0,1_1_191_793_2019-02-27 15:24:17.153235
1,1_1_191_785_2019-02-27 15:25:30.909837
1,1_1_191_780_2019-02-27 15:26:24.179923
1,1_1_191_782_2019-02-27 15:28:03.815561
0,1_1_191_795_2019-02-27 15:29:03.939452
0,1_1_191_784_2019-02-27 15:29:23.371553
0,1_1_191_807_2019-02-27 15:30:25.547761
1,1_1_191_812_2019-02-27 15:30:36.907915
1,1_1_191_803_2019-02-27 15:32:44.820240
1,1_1_191_805_2019-02-27 15:36:45.046313
2,1_1_191_808_2019-02-27 15:38:42.114926
1,1_1_191_792_2019-02-27 15:43:45.940770
0,1_1_191_786_2019-02-27 15:44:06.691027
0,1_1_191_806_2019-02-27 15:46:13.035707
0,1_1_191_804_2019-02-27 15:47:15.133267
1,1_1_191_789_2019-02-27 15:50:10.249231
2,1_1_179_794_2019-02-27 19:22:03.578173
0,1_1_179_813_2019-02-27 19:33:14.221418
2,1_1_179_790_2019-02-27 19:41:09.811871
2,1_1_191_795_2019-02-27 19:46:43.500128
1,1_1_191_786_2019-02-27 20:16:32.738150
0,1_1_191_808_2019-02-27 20:20:31.380965
2,1_1_191_804_2019-02-27 20:46:48.662241
2,1_1_191_778_2019-02-27 20:53:55.887082
2,1_1_193_816_2019-02-27 21:14:00.188992
2,1_1_193_825_2019-02-27 21:25:49.280794
2,1_1_178_823_2019-02-27 22:03:33.274188
2,1_1_194_826_2019-02-27 23:27:21.493813
2,1_1_178_828_2019-02-28 00:05:43.473138
2,1_1_194_818_2019-02-28 00:47:24.983775
2,1_1_178_823_2019-02-28 01:08:53.835831
0,1_1_194_826_2019-02-28 13:47:52.249143
1,1_1_178_823_2019-02-28 13:51:56.540324
2,1_1_178_828_2019-02-28 13:56:57.008614
1,1_1_191_789_2019-02-28 13:59:10.489040
0,1_1_193_825_2019-02-28 14:03:02.928316
1,1_1_178_817_2019-02-28 14:07:08.347484
1,1_1_193_819_2019-02-28 14:12:11.556107
0,1_1_179_800_2019-02-28 14:13:01.438314
1,1_1_193_820_2019-02-28 14:18:17.000182
1,1_1_193_827_2019-02-28 14:26:29.233677
0,1_1_179_799_2019-02-28 14:29:48.247972
0,1_1_194_822_2019-02-28 14:30:22.985525
1,1_1_194_821_2019-02-28 14:31:50.435694
1,1_1_179_815_2019-02-28 14:33:26.267864
1,1_1_191_803_2019-02-28 14:41:14.918262
1,1_1_193_816_2019-02-28 14:41:57.806501
1,1_1_179_788_2019-02-28 14:52:21.181671
1,1_1_193_829_2019-02-28 14:57:08.506259
0,1_1_191_802_2019-02-28 14:58:32.138834
1,1_1_191_782_2019-02-28 14:59:48.755159
1,1_1_179_796_2019-02-28 15:00:29.271847
1,1_1_178_824_2019-02-28 15:00:48.030823
